𠀀	hē
奐	huàn
契	qì qiè xiè
奒	kāi
奓	shē chǐ zhà
奔	bēn bèn
奕	yì
奖	jiǎng
套	tào
奘	zàng zhuǎng
奙	běn
奚	xī
奛	huǎng
奜	fěi
奝	diāo
奞	xùn zhuì
奟	bēng
奠	diàn
奡	ào
奢	shē
奣	wěng
奤	pò hǎ tǎi
奥	ào yù
奦	wù
奧	ào yù
奨	jiǎng
奩	lián
奪	duó
奫	yūn
奬	jiǎng
奭	shì
奮	fèn
奯	huò
奰	bì
奱	luán
奲	duǒ chě
女	nǚ rǔ
奴	nú
奵	dǐng dīng tiǎn
奶	nǎi
奷	qiān
奸	jiān
她	tā jiě
奺	jiǔ
奻	nuán
奼	chà
好	hǎo hào
奾	xiān
奿	fàn
妀	jǐ
妁	shuò
如	rú
妃	fēi pèi
妄	wàng
妅	hóng
妆	zhuāng
妇	fù
妈	mā
妉	dān
妊	rèn
妋	fū yōu
妌	jìng
妍	yán
妎	hài jiè
妏	wèn
妐	zhōng
妑	pā
妒	dù
妓	jì
妔	kēng háng
妕	zhòng
妖	yāo
妗	jìn
妘	yún
妙	miào
妚	fǒu pēi pī
妛	chī
妜	yuè jué
妝	zhuāng
妞	niū hào
妟	yàn
妠	nà nàn
妡	xīn
妢	fén
妣	bǐ
妤	yú
妥	tuǒ
妦	fēng
妧	wàn yuán
妨	fáng
妩	wǔ
妪	yù
妫	guī
妬	dù
妭	bá
妮	nī
妯	zhóu
妰	zhuó
妱	zhāo
妲	dá
妳	nǐ nǎi
妴	yuàn
妵	tǒu
妶	xián xuán xù
妷	zhí yì
妸	ē
妹	mèi
妺	mò
妻	qī qì
妼	bì
妽	shēn
妾	qiè
妿	ē
姀	hé
姁	xǔ xū
姂	fá
姃	zhēng
姄	mín
姅	bàn
姆	mǔ
姇	fū fú
姈	líng
姉	zǐ
姊	zǐ
始	shǐ
姌	rǎn
姍	shān shàn
姎	yāng
姏	mán
姐	jiě
姑	gū
姒	sì
姓	xìng
委	wěi wēi
姕	zī
姖	jù
姗	shān shàn
姘	pīn
姙	rèn
姚	yáo
姛	dòng
姜	jiāng
姝	shū
姞	jí
姟	gāi
姠	xiàng
姡	huá huó
姢	juān
姣	jiāo xiáo
姤	gòu dù
姥	mǔ lǎo
姦	jiān
姧	jiān
姨	yí
姩	nián niàn
姪	zhí
姫	zhěn
姬	jī
姭	xiàn
姮	héng
姯	guāng
姰	jūn xún
姱	kuā hù
姲	yàn
姳	mǐng
姴	liè
姵	pèi
姶	è yà
姷	yòu
姸	yán
姹	chà
姺	shēn xiān
姻	yīn
姼	shí
姽	guǐ
姾	quán
姿	zī
娀	sōng
威	wēi
娂	hóng
娃	wá
娄	lóu
娅	yà
娆	ráo rǎo
娇	jiāo
娈	luán
娉	pīng
娊	xiàn
娋	shào shāo
娌	lǐ
娍	chéng shèng
娎	xiē
娏	máng
娐	fū
娑	suō
娒	wǔ mǔ
娓	wěi
娔	kè
娕	chuò lài
娖	chuò
娗	tǐng
娘	niáng
娙	xíng
娚	nán
娛	yú
娜	nà nuó
娝	pōu bǐ
娞	něi suī
娟	juān
娠	shēn
娡	zhì
娢	hán
娣	dì
娤	zhuāng
娥	é
娦	pín
娧	tuì
娨	mǎn xiàn
娩	miǎn
娪	wú wù yú
娫	yán
娬	wǔ
娭	xī āi
娮	yán
娯	yú
娰	sì
娱	yú
娲	wā
娳	lì
娴	xián
娵	jū
娶	qǔ
娷	zhuì shuì
娸	qī
娹	xián
娺	zhuó
娻	dōng dòng
娼	chāng
娽	lù
娾	ǎi ái è
娿	ē ě
婀	ē
婁	lóu
婂	mián
婃	cóng
婄	pǒu péi bù
婅	jú
婆	pó
婇	cǎi
婈	líng
婉	wǎn
婊	biǎo
婋	xiāo
婌	shū
婍	qǐ
婎	huī
婏	fù fàn
婐	wǒ
婑	wǒ
婒	tán
婓	fēi
婔	fēi
婕	jié
婖	tiān
婗	ní nǐ
婘	quán juàn
婙	jìng
婚	hūn
婛	jīng
婜	qiān jǐn
婝	diàn
婞	xìng
婟	hù
婠	wān wà
婡	lái lài
婢	bì
婣	yīn
婤	zhōu chōu
婥	chuò nào
婦	fù
婧	jìng
婨	lún
婩	nüè
婪	lán
婫	hùn kūn
婬	yín
婭	yà
婮	jū
婯	lì
婰	diǎn
婱	xián
婲	huā
婳	huà
婴	yīng
婵	chán
婶	shěn
婷	tíng
婸	dàng yáng
婹	yǎo
婺	wù
婻	nàn
婼	ruò chuò
婽	jiǎ
婾	tōu yú
婿	xù
媀	yù yú
媁	wéi wěi
媂	dì tí
媃	róu
媄	měi
媅	dān
媆	ruǎn nèn
媇	qīn
媈	huī
媉	wò
媊	qián
媋	chūn
媌	miáo
媍	fù
媎	jiě
媏	duān
媐	yí pèi
媑	zhòng
媒	méi
媓	huáng
媔	mián miǎn
媕	ān
媖	yīng
媗	xuān
媘	jiē
媙	wēi
媚	mèi
媛	yuàn yuán
媜	zhēng
媝	qiū
媞	tí
媟	xiè
媠	tuó duò
媡	liàn
媢	mào
媣	rǎn
媤	sī
媥	piān
媦	wèi
媧	wā
媨	cù
媩	hú
媪	ǎo
媫	jié
媬	bǎo
媭	xū
媮	tōu yú
媯	guī
媰	chú zòu
媱	yáo
媲	pì
媳	xí
媴	yuán
媵	yìng
媶	róng
媷	rù
媸	chī
媹	liú
媺	měi
媻	pán
媼	ǎo
媽	mā
媾	gòu
媿	kuì
嫀	qín shēn
嫁	jià
嫂	sǎo
嫃	zhēn zhěn
嫄	yuán
嫅	jiē suǒ
嫆	róng
嫇	míng mǐng
嫈	yīng
嫉	jí
嫊	sù
嫋	niǎo
嫌	xián
嫍	tāo
嫎	páng
嫏	láng
嫐	nǎo
嫑	biáo
嫒	ài
嫓	pì
嫔	pín
嫕	yì
嫖	piáo piāo
嫗	yù
嫘	léi
嫙	xuán
嫚	màn
嫛	yī
嫜	zhāng
嫝	kāng
嫞	yōng
嫟	nì
嫠	lí
嫡	dí
嫢	guī
嫣	yān
嫤	jǐn jìn
嫥	zhuān
嫦	cháng
嫧	zé
嫨	hān nǎn
嫩	nèn
嫪	lào
嫫	mó
嫬	zhē
嫭	hù
嫮	hù
嫯	ào
嫰	nèn
嫱	qiáng
嫲	mā má
嫳	piè
嫴	gū
嫵	wǔ
嫶	qiáo
嫷	tuǒ
嫸	zhǎn
嫹	miáo
嫺	xián
嫻	xián
嫼	mò
嫽	liáo
嫾	lián
嫿	huà
嬀	guī
嬁	dēng
嬂	zhí
嬃	xū
嬄	yī
嬅	huà
嬆	xī
嬇	kuì
嬈	ráo rǎo
嬉	xī
嬊	yàn
嬋	chán
嬌	jiāo
嬍	měi
嬎	fàn
嬏	fān
嬐	xiān yǎn jìn
嬑	yì
嬒	huì
嬓	jiào
嬔	fù
嬕	shì
嬖	bì
嬗	shàn
嬘	suì
嬙	qiáng
嬚	liǎn
嬛	huán xuān qióng
嬜	xīn
嬝	niǎo
嬞	dǒng
嬟	yǐ
嬠	cān
嬡	ài
嬢	niáng
嬣	níng
嬤	mó
嬥	tiǎo
嬦	chóu
嬧	jìn
嬨	cí
嬩	yú
嬪	pín
嬫	róng
嬬	rú
嬭	nǎi
嬮	yān yàn
嬯	tái
嬰	yīng
嬱	qiàn
嬲	niǎo
嬳	yuè
嬴	yíng
嬵	mián
嬶	bí
嬷	mó
嬸	shěn
嬹	xìng
嬺	nì
嬻	dú
嬼	liǔ
嬽	yuān
嬾	lǎn
嬿	yàn
孀	shuāng
孁	líng
孂	jiǎo
孃	niáng
孄	lǎn
孅	xiān qiān
孆	yīng
孇	shuāng
孈	xié huī
孉	huān quán
孊	mǐ
孋	lí lì
孌	luán
孍	yǎn
孎	zhú chuò
孏	lǎn
子	zǐ
孑	jié
孒	jué
孓	jué
孔	kǒng
孕	yùn
孖	zī mā
字	zì
存	cún
孙	sūn xùn
孚	fú
孛	bèi bó
孜	zī
孝	xiào
孞	xìn
孟	mèng
孠	sì
孡	tāi
孢	bāo
季	jì
孤	gū
孥	nú
学	xué
孧	yòu niū
孨	zhuǎn
孩	hái
孪	luán
孫	sūn xùn
孬	nāo
孭	miē
孮	cóng
孯	qiān
孰	shú
孱	chán càn
孲	yā
孳	zī
孴	nǐ
孵	fū
孶	zī
孷	lí
學	xué
孹	bò
孺	rú
孻	nái
孼	niè
孽	niè
孾	yīng
孿	luán
宀	mián
宁	níng nìng zhù
宂	rǒng
它	tā
宄	guǐ
宅	zhái
宆	qióng
宇	yǔ
守	shǒu
安	ān
宊	tū jiā
宋	sòng
完	wán
宍	ròu
宎	yǎo
宏	hóng
宐	yí
宑	jǐng
宒	zhūn
宓	mì fú
宔	zhǔ
宕	dàng
宖	hóng
宗	zōng
官	guān
宙	zhòu
定	dìng
宛	wǎn yuān
宜	yí
宝	bǎo
实	shí
実	shí
宠	chǒng
审	shěn
客	kè
宣	xuān
室	shì
宥	yòu
宦	huàn
宧	yí
宨	tiǎo
宩	shǐ
宪	xiàn
宫	gōng
宬	chéng
宭	qún
宮	gōng
宯	xiāo
宰	zǎi
宱	zhà
宲	bǎo shí
害	hài
宴	yàn
宵	xiāo
家	jiā jia jie
宷	shěn
宸	chén
容	róng
宺	huāng huǎng
宻	mì
宼	kòu
宽	kuān
宾	bīn
宿	sù xiǔ xiù
寀	cǎi cài
寁	zǎn
寂	jì
寃	yuān
寄	jì
寅	yín
密	mì
寇	kòu
寈	qīng
寉	hè
寊	zhēn
寋	jiàn
富	fù
寍	níng nìng
寎	bǐng bìng
寏	huán
寐	mèi
寑	qǐn
寒	hán
寓	yù
寔	shí
寕	níng nìng
寖	jìn qǐn
寗	níng nìng
寘	zhì
寙	yǔ
寚	bǎo
寛	kuān
寜	níng nìng
寝	qǐn
寞	mò
察	chá
寠	jù lóu
寡	guǎ
寢	qǐn
寣	hū
寤	wù
寥	liáo
實	shí
寧	níng nìng
寨	zhài
審	shěn
寪	wěi
寫	xiě xiè
寬	kuān
寭	huì
寮	liáo
寯	jùn
寰	huán
寱	yì
寲	yí
寳	bǎo
寴	qīn qìn
寵	chǒng
寶	bǎo
寷	fēng
寸	cùn
对	duì
寺	sì
寻	xún
导	dǎo
寽	lüè luó
対	duì
寿	shòu
尀	pǒ
封	fēng
専	zhuān
尃	fū
射	shè yè yì
尅	kēi kè
将	jiāng jiàng
將	jiāng jiàng
專	zhuān
尉	wèi yù
尊	zūn
尋	xún
尌	shù zhù
對	duì
導	dǎo
小	xiǎo
尐	jié jí
少	shǎo shào
尒	ěr
尓	ěr
尔	ěr
尕	gǎ
尖	jiān
尗	shú
尘	chén
尙	shàng
尚	shàng
尛	mó
尜	gá
尝	cháng
尞	liáo
尟	xiǎn
尠	xiǎn
尡	hùn
尢	yóu
尣	wāng
尤	yóu
尥	liào
尦	liào
尧	yáo
尨	lóng máng méng páng
尩	wāng
尪	wāng
尫	wāng
尬	gà
尭	yáo
尮	duò
尯	kuì kuǐ
尰	zhǒng
就	jiù
尲	gān
尳	gǔ
尴	gān
尵	tuí
尶	gān
尷	gān
尸	shī
尹	yǐn
尺	chǐ chě
尻	kāo
尼	ní
尽	jìn jǐn
尾	wěi yǐ
尿	niào suī
局	jú
屁	pì
层	céng
屃	xì
屄	bī
居	jū
屆	jiè
屇	tián
屈	qū
屉	tì
届	jiè
屋	wū
屌	diǎo
屍	shī
屎	shǐ
屏	píng bǐng
屐	jī
屑	xiè
屒	zhěn
屓	xì
屔	ní
展	zhǎn
屖	xī
屗	wěi
屘	mǎn
屙	ē
屚	lòu
屛	pǐng bǐng
屜	tì
屝	fèi
属	shǔ zhǔ
屟	xiè tì
屠	tú
屡	lǚ
屢	lǚ
屣	xǐ
層	céng
履	lǚ
屦	jù
屧	xiè
屨	jù
屩	juē
屪	liáo
屫	juē
屬	shǔ zhǔ
屭	xì
屮	chè cǎo
屯	tún zhūn
屰	nì jǐ
山	shān
屲	wā
屳	xiān
屴	lì
屵	àn
屶	huì
屷	huì
屸	hóng lóng
屹	yì
屺	qǐ
屻	rèn
屼	wù
屽	hàn àn
屾	shēn
屿	yǔ
岀	chū
岁	suì
岂	qǐ kǎi
岃	rèn
岄	yuè
岅	bǎn
岆	yǎo
岇	áng
岈	yá
岉	wù
岊	jié
岋	è
岌	jí
岍	qiān
岎	fén
岏	wán
岐	qí
岑	cén
岒	qián
岓	qí
岔	chà
岕	jiè
岖	qū
岗	gǎng
岘	xiàn
岙	ào
岚	lán
岛	dǎo
岜	bā
岝	zuò
岞	zuò
岟	yǎng
岠	jù
岡	gāng
岢	kě
岣	gǒu
岤	xuè
岥	pō
岦	lì
岧	tiáo
岨	jū jǔ
岩	yán
岪	fú
岫	xiù
岬	jiǎ
岭	lǐng líng
岮	tuó
岯	pī
岰	ào
岱	dài
岲	kuàng
岳	yuè
岴	qū
岵	hù
岶	pò
岷	mín
岸	àn
岹	tiáo
岺	lǐng líng
岻	dī
岼	píng
岽	dōng
岾	zhān
岿	kuī
峀	xiù
峁	mǎo
峂	tóng
峃	xué
峄	yì
峅	biàn
峆	hé
峇	kè bā
峈	luò
峉	é
峊	fù niè
峋	xún
峌	dié
峍	lù
峎	ěn
峏	ér
峐	gāi
峑	quán
峒	tóng dòng
峓	yí
峔	mǔ
峕	shí
峖	ān
峗	wéi
峘	huán
峙	zhì shì
峚	mì
峛	lǐ
峜	fǎ jī
峝	tóng
峞	wéi
峟	yòu
峠	qiǎ
峡	xiá
峢	lǐ
峣	yáo
峤	jiào qiáo
峥	zhēng
峦	luán
峧	jiāo
峨	é
峩	é
峪	yù
峫	xié yé
峬	bū
峭	qiào
峮	qún
峯	fēng
峰	fēng
峱	náo
峲	lǐ
峳	yōu
峴	xiàn
峵	róng
島	dǎo
峷	shēn
峸	chéng
峹	tú
峺	gěng
峻	jùn
峼	gào
峽	xiá
峾	yín
峿	wú
崀	lǎng
崁	kàn
崂	láo
崃	lái
崄	xiǎn
崅	què
崆	kōng
崇	chóng
崈	chóng
崉	tà
崊	lín
崋	huà
崌	jū
崍	lái
崎	qí
崏	mín
崐	kūn
崑	kūn
崒	zú cuì
崓	gù
崔	cuī
崕	yá
崖	yá
崗	gǎng gāng
崘	lún
崙	lún
崚	líng léng
崛	jué
崜	duǒ
崝	zhēng
崞	guō
崟	yín
崠	dōng dòng
崡	hán
崢	zhēng
崣	wěi
崤	xiáo
崥	pí bǐ
崦	yān
崧	sōng
崨	jié
崩	bēng
崪	zú
崫	jué
崬	dōng
崭	zhǎn chán
崮	gù
崯	yín
崰	zī
崱	zè
崲	huáng
崳	yú
崴	wǎi wēi
崵	yáng dàng
崶	fēng
崷	qiú
崸	yáng
崹	tí
崺	yǐ
崻	zhì shì
崼	shì dié
崽	zǎi
崾	yǎo
崿	è
嵀	zhù
嵁	kān zhàn
嵂	lǜ
嵃	yǎn
嵄	měi
嵅	hán
嵆	jī
嵇	jī
嵈	huàn
嵉	tíng
嵊	shèng
嵋	méi
嵌	qiàn kàn
嵍	wù máo
嵎	yú
嵏	zōng
嵐	lán
嵑	kě jié
嵒	yán
嵓	yán
嵔	wēi wěi
嵕	zōng
嵖	chá
嵗	suì
嵘	róng
嵙	kē
嵚	qīn
嵛	yú
嵜	qí
嵝	lǒu
嵞	tú
嵟	cuī
嵠	xī
嵡	wěng
嵢	cāng
嵣	dàng táng
嵤	róng yíng
嵥	jié
嵦	kǎi ái
嵧	liú
嵨	wù
嵩	sōng
嵪	kāo qiāo
嵫	zī
嵬	wéi
嵭	bēng
嵮	diān
嵯	cuó
嵰	qīn qiǎn
嵱	yǒng
嵲	niè
嵳	cuó
嵴	jǐ
嵵	shí
嵶	ruò
嵷	sǒng
嵸	zǒng
嵹	jiàng
嵺	liáo
嵻	kāng
嵼	chǎn
嵽	dié dì
嵾	cēn
嵿	dǐng
嶀	tū
嶁	lǒu
嶂	zhàng
嶃	zhǎn chán
嶄	zhǎn chán
嶅	áo ào
嶆	cáo
嶇	qū
嶈	qiāng
嶉	wěi
嶊	zuǐ
嶋	dǎo
嶌	dǎo
嶍	xí
嶎	yù
嶏	pǐ pèi
嶐	lóng
嶑	xiàng
嶒	céng
嶓	bō
嶔	qīn
嶕	jiāo
嶖	yān
嶗	láo
嶘	zhàn
嶙	lín
嶚	liáo
嶛	liáo
嶜	qín
嶝	dèng
嶞	tuò
嶟	zūn
嶠	jiào qiáo
嶡	jué guì
嶢	yáo
嶣	jiāo
嶤	yáo
嶥	jué
嶦	zhān shàn
嶧	yì
嶨	xué
嶩	náo
嶪	yè
嶫	yè
嶬	yí
嶭	niè
嶮	xiǎn
嶯	jí
嶰	xiè jiè
嶱	kě jié
嶲	guī xī juàn
嶳	dì
嶴	ào
嶵	zuì
嶶	wēi
嶷	yí
嶸	róng
嶹	dǎo
嶺	lǐng
嶻	jié
嶼	yǔ
嶽	yuè
嶾	yǐn
嶿	rū
巀	jié
巁	lì liè
巂	guī xī juàn
巃	lóng
巄	lóng
巅	diān
巆	yíng hōng
巇	xī
巈	jú
巉	chán
巊	yǐng
巋	kuī
巌	yán
巍	wēi
巎	náo
巏	quán
巐	chǎo
巑	cuán
巒	luán
巓	diān
巔	diān
巕	niè
巖	yán
巗	yán
巘	yǎn
巙	kuí
巚	yǎn
巛	chuān
巜	kuài
川	chuān
州	zhōu
巟	huāng
巠	jīng xíng
巡	xún
巢	cháo
巣	cháo
巤	liè
工	gōng
左	zuǒ
巧	qiǎo
巨	jù
巩	gǒng
巪	jù
巫	wū
巬	gū pū
巭	gū
差	chà chā chāi cī
巯	qiú
巰	qiú
己	jǐ
已	yǐ
巳	sì
巴	bā
巵	zhī
巶	zhāo
巷	xiàng hàng
巸	yí
巹	jǐn
巺	xùn
巻	juàn juǎn
巼	phas
巽	xùn
巾	jīn
巿	fú
帀	zā
币	bì
市	shì
布	bù
帄	dīng
帅	shuài
帆	fān
帇	niè
师	shī
帉	fēn
帊	pà
帋	zhǐ
希	xī
帍	hù
帎	dàn
帏	wéi
帐	zhàng
帑	tǎng nú
帒	dài
帓	mò wà
帔	pèi
帕	pà
帖	tiè tiě tiē
帗	fú
帘	lián
帙	zhì
帚	zhǒu
帛	bó
帜	zhì
帝	dì
帞	mò
帟	yì
帠	yì
帡	píng
帢	qià
帣	juàn juǎn
帤	rú
帥	shuài
带	dài
帧	zhēn
帨	shuì
帩	qiāo
帪	zhēn
師	shī
帬	qún
席	xí
帮	bāng
帯	dài
帰	guī
帱	chóu dào
帲	píng
帳	zhàng
帴	jiǎn jiān sàn
帵	wān
帶	dài
帷	wéi
常	cháng
帹	shà qiè
帺	qí jì
帻	zé
帼	guó
帽	mào
帾	zhǔ
帿	hóu
幀	zhēn
幁	zhèng
幂	mì
幃	wéi
幄	wò
幅	fú
幆	yì
幇	bāng
幈	píng
幉	dié
幊	gōng
幋	pán
幌	huǎng
幍	tāo
幎	mì
幏	jià
幐	téng
幑	huī
幒	zhōng
幓	shān qiāo shēn
幔	màn
幕	mù
幖	biāo
幗	guó
幘	zé
幙	mù
幚	bāng
幛	zhàng
幜	jǐng
幝	chǎn chàn
幞	fú
幟	zhì
幠	hū
幡	fān
幢	chuáng zhuàng
幣	bì
幤	bì
幥	zhǎng
幦	mì
幧	qiāo
幨	chān chàn
幩	fén
幪	méng
幫	bāng
幬	chóu dào
幭	miè
幮	chú
幯	jié
幰	xiǎn
幱	lán
干	gān gàn
平	píng
年	nián
幵	jiān
并	bìng bīng
幷	bìng bīng
幸	xìng
幹	gàn
幺	yāo
幻	huàn
幼	yòu
幽	yōu
幾	jī jǐ
广	guǎng ān
庀	pǐ
庁	tīng
庂	zè
広	guǎng
庄	zhuāng
庅	mó mā me
庆	qìng
庇	bì
庈	qín
庉	dùn tún
床	chuáng
庋	guǐ
庌	yǎ
庍	bài tīng
庎	jiè
序	xù
庐	lú
庑	wǔ
庒	zhuāng
库	kù
应	yīng yìng
底	dǐ de
庖	páo
店	diàn
庘	yā
庙	miào
庚	gēng
庛	cì
府	fǔ
庝	tóng
庞	páng
废	fèi
庠	xiáng
庡	yǐ
庢	zhì
庣	tiāo
庤	zhì
庥	xiū
度	dù duó
座	zuò
庨	xiāo
庩	tú
庪	guǐ
庫	kù
庬	máng méng páng
庭	tíng
庮	yóu
庯	bū
庰	bìng píng
庱	chěng
庲	lái
庳	bēi bì pí
庴	jī cuò
庵	ān
庶	shù
康	kāng
庸	yōng
庹	tuǒ
庺	sōng
庻	shù
庼	qǐng
庽	yù
庾	yǔ
庿	miào
廀	sōu
廁	cè
廂	xiāng
廃	fèi
廄	jiù
廅	è
廆	guī wěi huì
廇	liù
廈	shà xià
廉	lián
廊	láng
廋	sōu
廌	zhì
廍	bù
廎	qǐng
廏	jiù
廐	jiù
廑	jǐn qín
廒	áo
廓	kuò
廔	lóu
廕	yìn
廖	liào
廗	dài
廘	lù
廙	yì
廚	chú
廛	chán
廜	tú
廝	sī
廞	xīn
廟	miào
廠	chǎng
廡	wǔ
廢	fèi
廣	guǎng
廤	kù
廥	kuài
廦	bì
廧	qiáng sè
廨	xiè
廩	lǐn
廪	lǐn
廫	liáo
廬	lú
廭	jì
廮	yǐng
廯	xiān
廰	tīng
廱	yōng
廲	lí
廳	tīng
廴	yǐn yìn
廵	xún
延	yán
廷	tíng
廸	dí
廹	pò pǎi
建	jiàn
廻	huí
廼	nǎi
廽	huí
廾	gǒng
廿	niàn
开	kāi
弁	biàn
异	yì
弃	qì
弄	nòng lòng
弅	fèn
弆	jǔ
弇	yǎn
弈	yì
弉	zàng
弊	bì
弋	yì
弌	yī
弍	èr
弎	sān
式	shì
弐	èr
弑	shì
弒	shì
弓	gōng
弔	diào
引	yǐn
弖	hù
弗	fú
弘	hóng
弙	wū
弚	tuí
弛	chí
弜	jiàng
弝	bà
弞	shěn
弟	dì tì tuí
张	zhāng
弡	jué zhāng
弢	tāo
弣	fǔ
弤	dǐ
弥	mí mǐ
弦	xián
弧	hú
弨	chāo
弩	nǔ
弪	jìng
弫	zhěn
弬	yi
弭	mǐ
弮	juàn quān
弯	wān
弰	shāo
弱	ruò
弲	xuān yuān
弳	jìng
弴	diāo
張	zhāng
弶	jiàng
強	qiáng qiǎng jiàng
弸	péng
弹	dàn tán
强	qiáng qiǎng jiàng
弻	bì
弼	bì
弽	shè
弾	dàn tán
弿	jiǎn
彀	gòu
彁	gē
彂	fā
彃	bì
彄	kōu
彅	jiǎn
彆	biè
彇	xiāo
彈	dàn tán
彉	guō
彊	qiáng qiǎng jiàng
彋	hóng
彌	mí mǐ
彍	guō
彎	wān
彏	jué
彐	jì xuě
彑	jì
归	guī
当	dāng dàng
彔	lù
录	lù
彖	tuàn
彗	huì
彘	zhì
彙	huì
彚	huì
彛	yí
彜	yí
彝	yí
彞	yí
彟	huò
彠	huò
彡	shān xiǎn
形	xíng
彣	wén
彤	tóng
彥	yàn
彦	yàn
彧	yù
彨	chī
彩	cǎi
彪	biāo
彫	diāo
彬	bīn
彭	péng bāng
彮	yǒng
彯	piāo piào
彰	zhāng
影	yǐng
彲	chī
彳	chì
彴	zhuó bó
彵	tuǒ yí
彶	jí
彷	páng fǎng
彸	zhōng
役	yì
彺	wǎng
彻	chè
彼	bǐ
彽	dī
彾	líng
彿	fù
往	wǎng
征	zhēng
徂	cú
徃	wǎng
径	jìng
待	dài dāi
徆	xī
徇	xùn
很	hěn
徉	yáng
徊	huái
律	lǜ
後	hòu
徍	wàng jiā wā
徎	chěng zhèng
徏	zhì
徐	xú
徑	jìng
徒	tú
従	cóng
徔	cóng
徕	lài lái
徖	cóng
得	dé děi de
徘	pái
徙	xǐ
徚	dōng
徛	jì
徜	cháng
徝	zhì
從	cóng zòng
徟	zhōu
徠	lái lài
御	yù
徢	xiè
徣	jiè
徤	jiàn
徥	shì tǐ
徦	jiǎ xiá
徧	biàn
徨	huáng
復	fù
循	xún
徫	wěi
徬	páng
徭	yáo
微	wēi
徯	xī
徰	zhēng
徱	piào
徲	tí chí
徳	dé
徴	zhǐ zhēng
徵	zhǐ zhēng
徶	bié
德	dé
徸	zhǒng chōng
徹	chè
徺	jiǎo yáo
徻	huì
徼	jiǎo jiào
徽	huī
徾	méi
徿	lòng lǒng
忀	xiāng
忁	bào
忂	qú jù
心	xīn
忄	xīn
必	bì
忆	yì
忇	lè
忈	rén
忉	dāo
忊	dìng tìng
忋	gǎi
忌	jì
忍	rěn
忎	rén
忏	chàn
忐	tǎn
忑	tè
忒	tè tuī tēi
忓	gān hàn
忔	yì qì
忕	shì tài
忖	cǔn
志	zhì
忘	wàng
忙	máng
忚	xī liě
忛	fān
応	yīng yìng
忝	tiǎn
忞	mǐn wěn mín
忟	mǐn wěn mín
忠	zhōng
忡	chōng
忢	wù
忣	jí
忤	wǔ
忥	xì
忦	jiá
忧	yōu
忨	wán
忩	cōng
忪	sōng zhōng
快	kuài
忬	yù shū
忭	biàn
忮	zhì
忯	qí shì
忰	cuì
忱	chén
忲	tài
忳	tún zhūn dùn
忴	qián qín
念	niàn
忶	hún
忷	xiōng
忸	niǔ
忹	kuáng wǎng
忺	xiān
忻	xīn
忼	kāng hàng
忽	hū
忾	kài xì
忿	fèn
怀	huái
态	tài
怂	sǒng
怃	wǔ
怄	òu
怅	chàng
怆	chuàng
怇	jù
怈	yì
怉	bǎo bào
怊	chāo
怋	mín mén
怌	pēi
怍	zuò zhà
怎	zěn
怏	yàng
怐	kòu jù
怑	bàn
怒	nù
怓	náo niú
怔	zhēng
怕	pà
怖	bù
怗	tiē zhān
怘	hù gù
怙	hù
怚	cū jù zū
怛	dá
怜	lián
思	sī sāi
怞	yóu chóu
怟	dì
怠	dài
怡	yí
怢	tū dié
怣	yóu
怤	fū
急	jí
怦	pēng
性	xìng
怨	yuàn
怩	ní
怪	guài
怫	fú
怬	xì
怭	bì
怮	yōu yào
怯	qiè
怰	xuàn
怱	cōng
怲	bǐng
怳	huǎng
怴	xù xuè
怵	chù
怶	bì pī
怷	shù
怸	xī shù
怹	tān
怺	yǒng
总	zǒng
怼	duì
怽	mì
怾	gi
怿	yì
恀	shì
恁	nèn nín
恂	xún
恃	shì
恄	xì
恅	lǎo
恆	héng
恇	kuāng
恈	móu
恉	zhǐ
恊	xié
恋	liàn
恌	tiāo yáo
恍	huǎng
恎	dié
恏	hào
恐	kǒng
恑	guǐ
恒	héng
恓	xī qī xù
恔	xiào jiǎo
恕	shù
恖	sī
恗	hū kuā
恘	qiū
恙	yàng
恚	huì
恛	huí
恜	chì
恝	jiá
恞	yí
恟	xiōng
恠	guài
恡	lìn
恢	huī
恣	zì
恤	xù
恥	chǐ
恦	shàng
恧	nǜ
恨	hèn
恩	ēn
恪	kè
恫	dòng
恬	tián
恭	gōng
恮	quán zhuān
息	xī
恰	qià
恱	yuè
恲	pēng
恳	kěn
恴	dé
恵	huì
恶	è wù ě wū
恷	qiū
恸	tòng
恹	yān
恺	kǎi
恻	cè
恼	nǎo
恽	yùn
恾	máng
恿	yǒng
悀	yǒng
悁	yuān juàn
悂	pī pǐ
悃	kǔn
悄	qiǎo qiāo
悅	yuè
悆	yù shū
悇	tú
悈	jiè kè
悉	xī
悊	zhé
悋	lìn
悌	tì
悍	hàn
悎	hào jiào
悏	qiè
悐	tì
悑	bù
悒	yì
悓	qiàn
悔	huǐ
悕	xī
悖	bèi
悗	mán mèn
悘	yī yì
悙	hēng hèng
悚	sǒng
悛	quān
悜	chěng
悝	kuī lǐ
悞	wù
悟	wù
悠	yōu
悡	lí
悢	liàng
患	huàn
悤	cōng
悥	yì niàn
悦	yuè
悧	lì
您	nín
悩	nǎo
悪	è
悫	què
悬	xuán
悭	qiān
悮	wù
悯	mǐn
悰	cóng
悱	fěi
悲	bēi
悳	dé
悴	cuì
悵	chàng
悶	mèn mēn
悷	lì
悸	jì
悹	guàn
悺	guàn
悻	xìng
悼	dào
悽	qī
悾	kōng kǒng
悿	tiǎn
